# Goxel 0.8.0
# One line per voxel
# X Y Z RRGGBB
3 5 21 444444
4 5 21 555555
8 4 22 333333
9 4 22 333333
10 4 22 222222
11 4 22 333333
12 4 22 333333
13 4 22 333333
14 4 22 555555
0 5 22 333333
1 5 22 444444
2 5 22 333333
3 5 22 333333
4 5 22 222222
5 5 22 333333
6 5 22 444444
7 5 22 222222
15 5 22 444444
0 5 23 444444
1 5 23 333333
2 5 23 333333
3 5 23 333333
4 5 23 222222
5 5 23 333333
6 5 23 555555
7 5 23 333333
8 5 23 333333
9 5 23 333333
10 5 23 333333
11 5 23 333333
12 5 23 333333
13 5 23 555555
14 5 23 555555
14 6 23 666666
15 6 23 444444
15 7 23 444444
15 11 23 444444
15 12 23 444444
15 13 23 444444
15 14 23 333333
14 15 23 444444
15 15 23 333333
0 5 24 333333
1 5 24 333333
2 5 24 222222
3 5 24 555555
4 5 24 555555
6 5 24 666666
7 5 24 444444
10 5 24 333333
11 5 24 333333
5 6 24 333333
8 6 24 222222
9 6 24 333333
11 6 24 444444
12 6 24 333333
13 6 24 555555
13 7 24 555555
14 7 24 444444
14 8 24 555555
15 8 24 555555
14 9 24 666666
15 9 24 444444
14 10 24 333333
15 10 24 333333
14 11 24 444444
14 12 24 555555
13 13 24 555555
14 13 24 555555
13 14 24 555555
14 14 24 444444
13 15 24 333333
0 5 25 333333
1 5 25 333333
2 6 25 333333
3 6 25 222222
4 6 25 333333
5 6 25 333333
6 6 25 222222
7 6 25 444444
8 6 25 333333
9 6 25 333333
10 6 25 333333
10 7 25 333333
11 7 25 555555
12 7 25 555555
11 8 25 555555
12 8 25 555555
13 8 25 555555
12 9 25 333333
13 9 25 444444
12 10 25 333333
13 10 25 333333
12 11 25 444444
13 11 25 444444
12 12 25 444444
13 12 25 444444
12 13 25 555555
12 14 25 444444
12 15 25 555555
0 6 26 444444
1 6 26 333333
2 6 26 333333
3 6 26 333333
4 6 26 333333
5 6 26 222222
6 6 26 333333
7 6 26 222222
8 7 26 333333
9 7 26 333333
9 8 26 333333
10 8 26 444444
10 9 26 666666
11 9 26 333333
10 10 26 555555
11 10 26 555555
11 11 26 333333
11 12 26 444444
11 13 26 444444
11 14 26 333333
11 15 26 444444
0 6 27 333333
1 6 27 333333
2 6 27 333333
3 6 27 333333
4 6 27 333333
5 7 27 444444
6 7 27 222222
7 7 27 333333
8 8 27 333333
8 9 27 444444
9 9 27 444444
9 10 27 666666
9 11 27 333333
10 11 27 444444
9 12 27 333333
10 12 27 555555
10 13 27 444444
10 14 27 333333
9 15 27 444444
10 15 27 444444
0 6 28 333333
1 6 28 333333
2 7 28 333333
3 7 28 333333
4 7 28 333333
5 7 28 333333
5 8 28 333333
6 8 28 444444
7 8 28 333333
6 9 28 333333
7 9 28 333333
7 10 28 333333
8 10 28 333333
8 11 28 333333
8 12 28 333333
8 13 28 333333
9 13 28 444444
8 14 28 333333
9 14 28 333333
8 15 28 222222
0 6 29 333333
1 7 29 333333
2 7 29 333333
3 8 29 222222
4 8 29 222222
5 9 29 333333
5 10 29 333333
6 10 29 222222
6 11 29 555555
7 11 29 333333
6 12 29 333333
7 12 29 333333
7 13 29 222222
7 14 29 333333
7 15 29 333333
0 7 30 333333
1 7 30 333333
2 8 30 333333
3 8 30 555555
3 9 30 333333
4 9 30 222222
4 10 30 222222
5 11 30 222222
5 12 30 333333
5 13 30 222222
6 13 30 333333
5 14 30 222222
6 14 30 333333
5 15 30 444444
6 15 30 222222
0 7 31 333333
1 8 31 333333
2 9 31 333333
3 10 31 333333
3 11 31 333333
4 11 31 444444
3 12 31 444444
4 12 31 444444
4 13 31 333333
4 14 31 222222
4 15 31 222222
-16 4 32 444444
-15 4 32 444444
-14 4 32 444444
-13 4 32 333333
-12 4 32 444444
-11 4 32 333333
-10 4 32 333333
-9 5 32 333333
-8 5 32 333333
-7 5 32 333333
-6 5 32 333333
-5 6 32 444444
-4 6 32 333333
-3 6 32 333333
-2 7 32 333333
-1 7 32 222222
-16 4 33 444444
-15 4 33 333333
-14 4 33 555555
-13 4 33 444444
-12 4 33 222222
-11 4 33 444444
-10 4 33 333333
-9 5 33 333333
-8 5 33 222222
-7 5 33 333333
-6 6 33 444444
-5 6 33 444444
-4 6 33 333333
-3 7 33 333333
-2 7 33 333333
-1 8 33 222222
-16 4 34 333333
-15 4 34 333333
-14 4 34 333333
-13 4 34 333333
-12 4 34 333333
-11 5 34 444444
-10 5 34 222222
-9 5 34 333333
-8 5 34 444444
-7 6 34 333333
-6 6 34 333333
-5 6 34 333333
-4 7 34 333333
-3 8 34 333333
-2 8 34 444444
-1 9 34 333333
-1 10 34 222222
-1 11 34 222222
-1 14 34 333333
-16 4 35 333333
-15 4 35 222222
-14 4 35 333333
-13 5 35 444444
-12 5 35 333333
-11 5 35 333333
-10 5 35 333333
-9 5 35 333333
-8 6 35 333333
-7 6 35 333333
-6 7 35 333333
-5 7 35 333333
-4 7 35 333333
-4 8 35 444444
-3 9 35 333333
-2 9 35 333333
-2 10 35 333333
-2 11 35 333333
-1 12 35 222222
-2 13 35 222222
-1 13 35 333333
-2 14 35 222222
-2 15 35 222222
-1 15 35 444444
-16 4 36 444444
-15 4 36 333333
-14 5 36 333333
-13 5 36 555555
-12 5 36 333333
-11 5 36 444444
-10 5 36 444444
-9 6 36 444444
-8 6 36 333333
-7 7 36 333333
-6 7 36 333333
-5 8 36 222222
-4 9 36 555555
-3 10 36 333333
-3 11 36 444444
-3 12 36 444444
-2 12 36 333333
-3 13 36 222222
-3 14 36 222222
-2 14 36 333333
-3 15 36 333333
-16 5 37 444444
-15 5 37 333333
-14 5 37 444444
-13 5 37 333333
-12 5 37 333333
-11 6 37 444444
-10 6 37 333333
-9 6 37 333333
-8 7 37 555555
-7 7 37 333333
-6 8 37 333333
-5 9 37 222222
-5 10 37 222222
-4 10 37 333333
-4 11 37 222222
-4 12 37 222222
-4 13 37 333333
-3 13 37 222222
-4 14 37 222222
-4 15 37 333333
-16 5 38 444444
-15 5 38 333333
-14 5 38 333333
-13 5 38 333333
-12 6 38 333333
-11 6 38 444444
-10 6 38 333333
-9 7 38 333333
-8 8 38 333333
-7 8 38 333333
-6 9 38 222222
-6 10 38 222222
-5 11 38 222222
-5 12 38 222222
-5 13 38 333333
-5 14 38 333333
-5 15 38 222222
-16 5 39 333333
-15 5 39 333333
-14 5 39 333333
-13 6 39 333333
-12 6 39 333333
-11 7 39 333333
-10 7 39 666666
-9 8 39 333333
-8 8 39 333333
-8 9 39 333333
-7 9 39 222222
-7 10 39 333333
-6 11 39 222222
-6 12 39 333333
-6 13 39 222222
-6 14 39 222222
-6 15 39 333333
-16 6 40 333333
-15 6 40 444444
-14 6 40 333333
-13 6 40 333333
-12 7 40 555555
-11 7 40 333333
-10 8 40 333333
-9 9 40 444444
-8 10 40 555555
-7 11 40 222222
-7 12 40 222222
-7 13 40 222222
-7 14 40 222222
-7 15 40 222222
-16 6 41 444444
-15 6 41 333333
-14 7 41 444444
-13 7 41 333333
-12 8 41 333333
-11 8 41 555555
-11 9 41 222222
-10 9 41 333333
-10 10 41 222222
-9 10 41 222222
-9 11 41 222222
-8 11 41 222222
-8 12 41 222222
-8 13 41 222222
-8 14 41 333333
-8 15 41 222222
-16 7 42 333333
-15 7 42 444444
-14 7 42 333333
-14 8 42 333333
-13 8 42 444444
-12 9 42 444444
-11 10 42 333333
-10 11 42 222222
-9 12 42 222222
-9 13 42 222222
-9 14 42 222222
-9 15 42 222222
-16 7 43 444444
-16 8 43 333333
-15 8 43 333333
-14 9 43 333333
-13 9 43 222222
-12 10 43 222222
-11 11 43 333333
-10 12 43 333333
-10 13 43 444444
-10 14 43 222222
-10 15 43 222222
-16 9 44 444444
-15 9 44 333333
-14 10 44 333333
-13 10 44 333333
-13 11 44 222222
-12 11 44 444444
-12 12 44 333333
-11 12 44 222222
-12 13 44 222222
-11 13 44 222222
-12 14 44 222222
-11 14 44 222222
-12 15 44 444444
-11 15 44 333333
-16 9 45 222222
-16 10 45 444444
-15 10 45 333333
-15 11 45 222222
-14 11 45 222222
-14 12 45 333333
-13 12 45 333333
-13 13 45 333333
-13 14 45 222222
-13 15 45 222222
-16 11 46 222222
-15 12 46 333333
-15 13 46 333333
-14 13 46 333333
-14 14 46 444444
-14 15 46 333333
-16 12 47 222222
-16 13 47 222222
-16 14 47 222222
-15 14 47 333333
-16 15 47 222222
-15 15 47 222222
-18 4 32 444444
-17 4 32 555555
-21 5 32 555555
-20 5 32 555555
-19 5 32 555555
-25 6 32 555555
-24 6 32 666666
-23 6 32 666666
-22 6 32 777777
-29 7 32 666666
-28 7 32 666666
-27 7 32 666666
-26 7 32 555555
-32 8 32 666666
-31 8 32 666666
-30 8 32 666666
-18 4 33 444444
-17 4 33 444444
-22 5 33 555555
-21 5 33 666666
-20 5 33 666666
-19 5 33 555555
-25 6 33 666666
-24 6 33 444444
-23 6 33 777777
-30 7 33 777777
-29 7 33 777777
-28 7 33 777777
-27 7 33 666666
-26 7 33 666666
-32 8 33 777777
-31 8 33 666666
-18 4 34 444444
-17 4 34 555555
-22 5 34 666666
-21 5 34 444444
-20 5 34 666666
-19 5 34 666666
-26 6 34 666666
-25 6 34 555555
-24 6 34 555555
-23 6 34 555555
-30 7 34 777777
-29 7 34 888888
-28 7 34 777777
-27 7 34 666666
-32 8 34 777777
-31 8 34 777777
-17 4 35 333333
-22 5 35 666666
-21 5 35 444444
-20 5 35 444444
-19 5 35 555555
-18 5 35 444444
-26 6 35 666666
-25 6 35 555555
-24 6 35 777777
-23 6 35 555555
-30 7 35 666666
-29 7 35 777777
-28 7 35 666666
-27 7 35 666666
-32 8 35 888888
-31 8 35 777777
-18 4 36 333333
-17 4 36 333333
-22 5 36 555555
-21 5 36 555555
-20 5 36 444444
-19 5 36 444444
-26 6 36 666666
-25 6 36 444444
-24 6 36 777777
-23 6 36 666666
-30 7 36 666666
-29 7 36 555555
-28 7 36 666666
-27 7 36 555555
-32 8 36 777777
-31 8 36 777777
-22 5 37 444444
-21 5 37 444444
-20 5 37 333333
-19 5 37 333333
-18 5 37 444444
-17 5 37 333333
-26 6 37 666666
-25 6 37 555555
-24 6 37 666666
-23 6 37 555555
-30 7 37 777777
-29 7 37 777777
-28 7 37 666666
-27 7 37 555555
-32 8 37 888888
-31 8 37 777777
-22 5 38 444444
-21 5 38 555555
-20 5 38 333333
-19 5 38 333333
-18 5 38 444444
-17 5 38 333333
-26 6 38 888888
-25 6 38 444444
-24 6 38 666666
-23 6 38 555555
-31 7 38 777777
-30 7 38 666666
-29 7 38 777777
-28 7 38 666666
-27 7 38 555555
-32 8 38 888888
-22 5 39 444444
-21 5 39 444444
-20 5 39 444444
-19 5 39 333333
-18 5 39 444444
-17 5 39 333333
-26 6 39 888888
-25 6 39 555555
-24 6 39 444444
-23 6 39 444444
-31 7 39 777777
-30 7 39 666666
-29 7 39 666666
-28 7 39 666666
-27 7 39 666666
-32 8 39 777777
-19 5 40 333333
-17 5 40 333333
-26 6 40 555555
-25 6 40 555555
-24 6 40 444444
-23 6 40 444444
-22 6 40 555555
-21 6 40 333333
-20 6 40 444444
-18 6 40 333333
-31 7 40 666666
-30 7 40 666666
-29 7 40 666666
-28 7 40 555555
-27 7 40 666666
-32 8 40 777777
-26 6 41 666666
-25 6 41 555555
-24 6 41 444444
-23 6 41 444444
-22 6 41 444444
-21 6 41 333333
-20 6 41 333333
-19 6 41 555555
-18 6 41 333333
-17 6 41 444444
-32 7 41 666666
-31 7 41 666666
-30 7 41 666666
-29 7 41 777777
-28 7 41 666666
-27 7 41 555555
-26 6 42 444444
-25 6 42 555555
-24 6 42 444444
-23 6 42 444444
-22 6 42 333333
-21 6 42 666666
-20 6 42 333333
-19 6 42 333333
-32 7 42 777777
-31 7 42 666666
-30 7 42 555555
-29 7 42 777777
-28 7 42 555555
-27 7 42 555555
-18 7 42 666666
-17 7 42 333333
-24 6 43 333333
-23 6 43 333333
-22 6 43 333333
-21 6 43 444444
-32 7 43 888888
-31 7 43 555555
-30 7 43 666666
-29 7 43 555555
-28 7 43 666666
-27 7 43 555555
-26 7 43 555555
-25 7 43 444444
-20 7 43 333333
-19 7 43 444444
-18 7 43 444444
-17 7 43 333333
-32 7 44 555555
-31 7 44 555555
-30 7 44 666666
-29 7 44 666666
-28 7 44 555555
-27 7 44 555555
-26 7 44 444444
-25 7 44 333333
-24 7 44 555555
-23 7 44 444444
-22 7 44 444444
-21 7 44 333333
-20 7 44 333333
-19 7 44 222222
-18 7 44 444444
-17 8 44 333333
-32 7 45 666666
-31 7 45 555555
-30 7 45 666666
-29 7 45 444444
-28 7 45 555555
-27 7 45 444444
-26 7 45 444444
-25 7 45 333333
-24 7 45 444444
-23 7 45 333333
-22 8 45 444444
-21 8 45 444444
-20 8 45 333333
-19 8 45 222222
-18 8 45 444444
-17 9 45 444444
-32 7 46 666666
-31 7 46 666666
-30 7 46 555555
-29 7 46 555555
-28 7 46 555555
-27 7 46 444444
-26 7 46 444444
-25 8 46 444444
-24 8 46 666666
-23 8 46 333333
-22 8 46 333333
-21 8 46 333333
-20 8 46 222222
-19 8 46 222222
-20 9 46 333333
-19 9 46 333333
-18 9 46 333333
-17 10 46 222222
-32 7 47 555555
-31 8 47 555555
-30 8 47 444444
-29 8 47 444444
-28 8 47 555555
-27 8 47 444444
-26 8 47 444444
-25 8 47 333333
-24 8 47 444444
-23 8 47 444444
-22 9 47 333333
-21 9 47 555555
-20 10 47 333333
-19 10 47 222222
-18 10 47 222222
-18 11 47 333333
-17 11 47 444444
-17 12 47 333333
-3 10 16 666666
-2 10 16 555555
-1 10 16 555555
-5 11 16 555555
-4 11 16 555555
-3 11 16 555555
-9 12 16 555555
-8 12 16 555555
-7 12 16 555555
-6 12 16 555555
-14 13 16 666666
-13 13 16 666666
-12 13 16 555555
-11 13 16 666666
-10 13 16 666666
-9 13 16 555555
-16 14 16 555555
-15 14 16 666666
-14 14 16 666666
-13 14 16 666666
-12 14 16 666666
-11 14 16 555555
-16 15 16 555555
-15 15 16 555555
-14 15 16 666666
-13 15 16 777777
-1 8 17 555555
-2 9 17 777777
-1 9 17 555555
-6 10 17 444444
-5 10 17 666666
-4 10 17 444444
-3 10 17 444444
-9 11 17 666666
-8 11 17 666666
-7 11 17 444444
-6 11 17 555555
-16 12 17 555555
-15 12 17 555555
-14 12 17 666666
-13 12 17 666666
-12 12 17 666666
-11 12 17 666666
-10 12 17 666666
-16 13 17 555555
-15 13 17 555555
-1 7 18 333333
-2 8 18 555555
-5 9 18 777777
-4 9 18 777777
-3 9 18 666666
-9 10 18 555555
-8 10 18 555555
-7 10 18 666666
-6 10 18 555555
-16 11 18 555555
-15 11 18 555555
-14 11 18 666666
-13 11 18 666666
-12 11 18 666666
-11 11 18 666666
-10 11 18 666666
-1 6 19 444444
-3 7 19 444444
-2 7 19 444444
-4 8 19 444444
-3 8 19 444444
-9 9 19 555555
-8 9 19 555555
-7 9 19 555555
-6 9 19 555555
-5 9 19 777777
-16 10 19 777777
-15 10 19 555555
-14 10 19 555555
-13 10 19 666666
-12 10 19 666666
-11 10 19 555555
-10 10 19 555555
-2 6 20 444444
-1 6 20 333333
-5 7 20 444444
-4 7 20 444444
-3 7 20 444444
-8 8 20 555555
-7 8 20 555555
-6 8 20 555555
-5 8 20 555555
-16 9 20 666666
-14 9 20 555555
-13 9 20 555555
-12 9 20 666666
-11 9 20 555555
-10 9 20 555555
-9 9 20 555555
-15 10 20 555555
-1 5 21 333333
-4 6 21 555555
-3 6 21 555555
-2 6 21 444444
-8 7 21 444444
-7 7 21 666666
-6 7 21 444444
-5 7 21 444444
-14 8 21 666666
-13 8 21 555555
-12 8 21 555555
-11 8 21 555555
-10 8 21 555555
-9 8 21 444444
-16 9 21 666666
-15 9 21 555555
-1 5 22 555555
-7 6 22 444444
-6 6 22 333333
-5 6 22 444444
-4 6 22 333333
-3 6 22 444444
-2 6 22 444444
-10 7 22 666666
-9 7 22 555555
-8 7 22 666666
-16 8 22 666666
-15 8 22 555555
-14 8 22 555555
-13 8 22 555555
-12 8 22 555555
-11 8 22 555555
-5 5 23 444444
-4 5 23 444444
-3 5 23 555555
-2 5 23 444444
-1 5 23 333333
-9 6 23 444444
-8 6 23 444444
-7 6 23 666666
-6 6 23 666666
-16 7 23 666666
-15 7 23 555555
-14 7 23 666666
-13 7 23 555555
-12 7 23 555555
-11 7 23 555555
-10 7 23 555555
-8 5 24 444444
-7 5 24 333333
-6 5 24 444444
-5 5 24 666666
-4 5 24 555555
-3 5 24 333333
-2 5 24 333333
-1 5 24 333333
-13 6 24 555555
-12 6 24 444444
-11 6 24 444444
-10 6 24 444444
-9 6 24 333333
-16 7 24 555555
-15 7 24 666666
-14 7 24 555555
-11 5 25 444444
-10 5 25 555555
-9 5 25 333333
-8 5 25 333333
-7 5 25 555555
-6 5 25 444444
-5 5 25 555555
-4 5 25 333333
-3 5 25 444444
-2 5 25 333333
-1 5 25 333333
-16 6 25 666666
-15 6 25 666666
-14 6 25 444444
-13 6 25 555555
-12 6 25 555555
-14 5 26 444444
-13 5 26 444444
-12 5 26 555555
-11 5 26 444444
-10 5 26 333333
-9 5 26 555555
-8 5 26 444444
-7 5 26 333333
-6 5 26 333333
-5 5 26 555555
-4 5 26 444444
-3 5 26 333333
-2 5 26 222222
-1 5 26 333333
-16 6 26 555555
-15 6 26 555555
-16 5 27 555555
-15 5 27 555555
-14 5 27 444444
-13 5 27 444444
-12 5 27 555555
-11 5 27 555555
-10 5 27 333333
-9 5 27 444444
-8 5 27 444444
-7 5 27 444444
-6 5 27 333333
-5 5 27 444444
-4 5 27 333333
-3 5 27 333333
-2 5 27 444444
-1 6 27 333333
-10 4 28 333333
-9 4 28 333333
-16 5 28 444444
-15 5 28 444444
-14 5 28 444444
-13 5 28 444444
-12 5 28 444444
-11 5 28 444444
-8 5 28 555555
-7 5 28 333333
-6 5 28 333333
-5 5 28 333333
-4 5 28 333333
-3 5 28 333333
-2 5 28 333333
-1 6 28 333333
-14 4 29 333333
-13 4 29 555555
-12 4 29 333333
-11 4 29 222222
-10 4 29 222222
-16 5 29 555555
-15 5 29 444444
-9 5 29 222222
-8 5 29 222222
-7 5 29 333333
-6 5 29 333333
-5 5 29 333333
-4 5 29 444444
-3 5 29 333333
-2 6 29 222222
-1 6 29 333333
-16 4 30 555555
-15 4 30 444444
-14 4 30 333333
-13 4 30 444444
-12 4 30 555555
-11 4 30 333333
-10 4 30 333333
-9 5 30 222222
-8 5 30 444444
-7 5 30 333333
-6 5 30 222222
-5 5 30 444444
-4 5 30 333333
-3 6 30 444444
-2 6 30 222222
-1 6 30 444444
-16 4 31 444444
-15 4 31 444444
-14 4 31 333333
-13 4 31 333333
-12 4 31 444444
-11 4 31 333333
-10 4 31 444444
-9 5 31 333333
-8 5 31 333333
-7 5 31 333333
-6 5 31 444444
-5 6 31 444444
-4 6 31 444444
-3 6 31 222222
-2 6 31 333333
-1 7 31 333333
-17 15 16 777777
-19 13 17 555555
-18 13 17 555555
-17 13 17 555555
-21 14 17 666666
-20 14 17 555555
-19 14 17 555555
-18 14 17 555555
-17 14 17 666666
-22 15 17 555555
-21 15 17 555555
-20 15 17 666666
-19 15 17 555555
-18 15 17 777777
-19 11 18 555555
-18 11 18 666666
-17 11 18 555555
-21 12 18 555555
-20 12 18 555555
-19 12 18 444444
-18 12 18 555555
-17 12 18 555555
-24 13 18 555555
-23 13 18 555555
-22 13 18 444444
-21 13 18 777777
-20 13 18 555555
-25 14 18 555555
-24 14 18 555555
-23 14 18 555555
-22 14 18 555555
-26 15 18 666666
-25 15 18 555555
-24 15 18 666666
-23 15 18 555555
-19 10 19 666666
-18 10 19 555555
-17 10 19 666666
-23 11 19 555555
-22 11 19 555555
-21 11 19 555555
-20 11 19 555555
-25 12 19 555555
-24 12 19 555555
-23 12 19 444444
-22 12 19 555555
-26 13 19 555555
-25 13 19 555555
-27 14 19 666666
-26 14 19 555555
-28 15 19 555555
-27 15 19 666666
-17 9 20 666666
-24 10 20 555555
-22 10 20 555555
-21 10 20 666666
-20 10 20 666666
-19 10 20 666666
-18 10 20 555555
-26 11 20 555555
-25 11 20 555555
-24 11 20 555555
-23 11 20 666666
-27 12 20 666666
-26 12 20 666666
-28 13 20 555555
-27 13 20 555555
-29 14 20 555555
-28 14 20 666666
-30 15 20 555555
-29 15 20 666666
-23 9 21 555555
-22 9 21 666666
-21 9 21 666666
-20 9 21 666666
-19 9 21 555555
-18 9 21 666666
-17 9 21 666666
-26 10 21 555555
-25 10 21 555555
-24 10 21 666666
-23 10 21 555555
-28 11 21 555555
-27 11 21 666666
-29 12 21 666666
-28 12 21 666666
-30 13 21 555555
-29 13 21 555555
-31 14 21 666666
-30 14 21 555555
-31 15 21 555555
-20 8 22 666666
-19 8 22 666666
-18 8 22 777777
-17 8 22 666666
-25 9 22 666666
-24 9 22 666666
-23 9 22 666666
-22 9 22 666666
-21 9 22 555555
-27 10 22 555555
-26 10 22 555555
-29 11 22 666666
-28 11 22 666666
-31 12 22 666666
-30 12 22 555555
-32 13 22 555555
-31 13 22 555555
-32 14 22 555555
-32 15 22 555555
-24 8 23 555555
-23 8 23 666666
-22 8 23 666666
-21 8 23 666666
-20 8 23 555555
-19 8 23 666666
-18 8 23 666666
-17 8 23 555555
-27 9 23 555555
-26 9 23 666666
-25 9 23 555555
-29 10 23 666666
-28 10 23 555555
-31 11 23 555555
-30 11 23 666666
-32 12 23 666666
-19 7 24 555555
-18 7 24 555555
-17 7 24 666666
-25 8 24 555555
-24 8 24 555555
-23 8 24 777777
-22 8 24 555555
-21 8 24 666666
-20 8 24 555555
-28 9 24 666666
-27 9 24 555555
-26 9 24 555555
-30 10 24 666666
-29 10 24 666666
-32 11 24 555555
-31 11 24 555555
-23 7 25 666666
-22 7 25 555555
-21 7 25 666666
-20 7 25 666666
-19 7 25 666666
-18 7 25 666666
-17 7 25 555555
-26 8 25 666666
-25 8 25 555555
-24 8 25 666666
-29 9 25 555555
-28 9 25 555555
-27 9 25 555555
-32 10 25 666666
-31 10 25 666666
-30 10 25 777777
-19 6 26 666666
-18 6 26 555555
-17 6 26 444444
-24 7 26 555555
-23 7 26 555555
-22 7 26 555555
-21 7 26 555555
-20 7 26 555555
-28 8 26 555555
-27 8 26 555555
-26 8 26 555555
-25 8 26 555555
-30 9 26 777777
-29 9 26 666666
-32 10 26 555555
-31 10 26 666666
-22 6 27 666666
-21 6 27 666666
-20 6 27 555555
-19 6 27 555555
-18 6 27 555555
-17 6 27 555555
-26 7 27 666666
-25 7 27 666666
-24 7 27 555555
-23 7 27 555555
-29 8 27 777777
-28 8 27 777777
-27 8 27 777777
-32 9 27 666666
-31 9 27 666666
-30 9 27 666666
-18 5 28 555555
-17 5 28 444444
-23 6 28 666666
-22 6 28 555555
-21 6 28 666666
-20 6 28 666666
-19 6 28 555555
-26 7 28 777777
-25 7 28 666666
-24 7 28 555555
-30 8 28 666666
-29 8 28 666666
-28 8 28 666666
-27 8 28 777777
-32 9 28 666666
-31 9 28 666666
-20 5 29 555555
-19 5 29 555555
-18 5 29 555555
-17 5 29 555555
-24 6 29 555555
-23 6 29 666666
-22 6 29 666666
-21 6 29 666666
-27 7 29 888888
-26 7 29 555555
-25 7 29 666666
-31 8 29 777777
-30 8 29 777777
-29 8 29 777777
-28 8 29 777777
-32 9 29 666666
-21 5 30 555555
-20 5 30 666666
-19 5 30 666666
-18 5 30 555555
-17 5 30 666666
-25 6 30 555555
-24 6 30 555555
-23 6 30 555555
-22 6 30 666666
-28 7 30 666666
-27 7 30 555555
-26 7 30 555555
-32 8 30 777777
-31 8 30 777777
-30 8 30 666666
-29 8 30 666666
-21 5 31 555555
-20 5 31 666666
-19 5 31 444444
-18 5 31 444444
-17 5 31 555555
-25 6 31 666666
-24 6 31 666666
-23 6 31 555555
-22 6 31 555555
