# Goxel 0.8.0
# One line per voxel
# X Y Z RRGGBB
-15 -18 100 555555
-15 -17 100 444444
-16 -22 101 333333
-15 -21 101 444444
-15 -20 101 555555
-15 -19 101 444444
-15 -18 101 555555
-14 -17 101 444444
-16 -22 102 333333
-16 -21 102 333333
-15 -20 102 444444
-15 -19 102 444444
-15 -18 102 555555
-14 -17 102 555555
-16 -21 103 333333
-15 -20 103 444444
-15 -19 103 444444
-15 -18 103 333333
-14 -17 103 444444
-16 -20 104 333333
-15 -19 104 333333
-15 -18 104 444444
-14 -17 104 666666
-16 -19 105 555555
-15 -18 105 555555
-14 -17 105 777777
-16 -19 106 333333
-15 -18 106 333333
-15 -17 106 444444
-16 -18 107 444444
-15 -17 107 444444
-16 -17 108 333333
-16 -17 109 333333
-16 -17 110 444444
-46 16 96 666666
-46 17 96 777777
-46 18 96 777777
-46 19 96 777777
-46 20 96 777777
-47 21 96 666666
-46 21 96 777777
-48 22 96 555555
-46 16 97 777777
-45 17 97 777777
-45 18 97 777777
-45 19 97 777777
-45 20 97 888888
-46 21 97 888888
-45 21 97 777777
-47 22 97 666666
-48 23 97 555555
-47 23 97 555555
-45 16 98 888888
-44 17 98 777777
-44 18 98 777777
-44 19 98 888888
-45 20 98 888888
-45 21 98 777777
-46 22 98 666666
-48 23 98 444444
-47 23 98 666666
-45 16 99 777777
-44 17 99 888888
-44 18 99 888888
-44 19 99 777777
-44 20 99 777777
-44 21 99 777777
-45 22 99 666666
-48 23 99 444444
-47 23 99 555555
-46 23 99 555555
-44 16 100 888888
-43 17 100 888888
-43 18 100 888888
-43 19 100 888888
-43 20 100 888888
-43 21 100 888888
-44 22 100 777777
-48 23 100 333333
-47 23 100 444444
-46 23 100 555555
-45 23 100 666666
-43 16 101 777777
-42 17 101 888888
-41 17 101 888888
-42 18 101 888888
-41 18 101 777777
-42 19 101 888888
-41 19 101 777777
-42 20 101 888888
-42 21 101 888888
-43 22 101 777777
-48 23 101 333333
-47 23 101 333333
-46 23 101 555555
-45 23 101 555555
-44 23 101 666666
-42 16 102 777777
-41 16 102 777777
-40 17 102 888888
-40 18 102 888888
-39 18 102 888888
-40 19 102 888888
-39 19 102 888888
-41 20 102 888888
-40 20 102 777777
-41 21 102 888888
-40 21 102 777777
-42 22 102 777777
-41 22 102 888888
-48 23 102 333333
-44 23 102 888888
-43 23 102 666666
-42 23 102 777777
-47 24 102 333333
-46 24 102 555555
-45 24 102 444444
-40 16 103 777777
-39 17 103 777777
-38 17 103 888888
-38 18 103 888888
-38 19 103 888888
-39 20 103 888888
-39 21 103 777777
-40 22 103 777777
-39 22 103 777777
-41 23 103 777777
-40 23 103 777777
-48 24 103 444444
-47 24 103 333333
-46 24 103 444444
-45 24 103 444444
-44 24 103 444444
-43 24 103 555555
-42 24 103 555555
-39 16 104 777777
-38 16 104 777777
-37 17 104 777777
-37 18 104 777777
-37 19 104 888888
-38 20 104 777777
-37 20 104 777777
-38 21 104 777777
-37 21 104 777777
-38 22 104 777777
-48 23 104 333333
-39 23 104 666666
-38 23 104 777777
-47 24 104 444444
-46 24 104 444444
-45 24 104 444444
-44 24 104 444444
-43 24 104 555555
-42 24 104 444444
-41 24 104 555555
-40 24 104 666666
-37 16 105 777777
-36 16 105 777777
-36 17 105 888888
-35 17 105 888888
-34 17 105 888888
-36 18 105 888888
-35 18 105 888888
-34 18 105 777777
-33 18 105 777777
-36 19 105 888888
-35 19 105 888888
-34 19 105 777777
-36 20 105 888888
-35 20 105 777777
-36 21 105 777777
-35 21 105 777777
-37 22 105 777777
-48 23 105 333333
-37 23 105 777777
-47 24 105 444444
-46 24 105 444444
-45 24 105 444444
-44 24 105 444444
-43 24 105 444444
-42 24 105 333333
-41 24 105 444444
-40 24 105 444444
-39 24 105 666666
-38 24 105 666666
-48 16 106 444444
-35 16 106 888888
-34 16 106 777777
-33 16 106 777777
-33 17 106 777777
-33 19 106 777777
-34 20 106 777777
-33 20 106 777777
-34 21 106 777777
-33 21 106 777777
-36 22 106 777777
-35 22 106 777777
-34 22 106 777777
-33 22 106 555555
-48 23 106 333333
-36 23 106 777777
-35 23 106 666666
-34 23 106 777777
-33 23 106 777777
-47 24 106 444444
-46 24 106 444444
-45 24 106 333333
-44 24 106 444444
-43 24 106 555555
-42 24 106 333333
-41 24 106 333333
-40 24 106 444444
-38 24 106 666666
-37 24 106 666666
-39 25 106 333333
-48 16 107 555555
-48 22 107 333333
-47 23 107 444444
-46 23 107 444444
-45 23 107 444444
-44 24 107 444444
-43 24 107 333333
-42 24 107 222222
-41 24 107 333333
-36 24 107 777777
-35 24 107 777777
-34 24 107 666666
-33 24 107 666666
-40 25 107 444444
-39 25 107 444444
-38 25 107 444444
-37 25 107 666666
-36 25 107 666666
-35 25 107 666666
-34 25 107 666666
-33 25 107 666666
-48 16 108 333333
-47 16 108 333333
-48 17 108 555555
-48 18 108 444444
-48 19 108 555555
-48 21 108 333333
-48 22 108 333333
-47 22 108 333333
-46 23 108 444444
-45 23 108 333333
-44 23 108 444444
-43 23 108 444444
-42 24 108 333333
-41 24 108 222222
-40 25 108 333333
-39 25 108 444444
-38 25 108 555555
-37 25 108 555555
-36 25 108 555555
-35 26 108 555555
-34 26 108 555555
-33 26 108 555555
-46 16 109 333333
-45 16 109 444444
-44 16 109 444444
-43 16 109 555555
-42 16 109 444444
-47 17 109 333333
-46 17 109 333333
-47 18 109 555555
-48 19 109 444444
-47 19 109 444444
-48 20 109 444444
-47 20 109 333333
-47 21 109 333333
-46 21 109 333333
-46 22 109 333333
-45 22 109 333333
-44 23 109 555555
-43 23 109 333333
-42 23 109 333333
-41 24 109 333333
-40 24 109 333333
-39 25 109 666666
-38 25 109 333333
-37 25 109 444444
-36 26 109 777777
-35 26 109 555555
-34 26 109 666666
-33 26 109 444444
-42 16 110 555555
-41 16 110 444444
-45 17 110 444444
-44 17 110 444444
-43 17 110 555555
-46 18 110 555555
-45 18 110 333333
-46 19 110 333333
-46 20 110 222222
-45 21 110 222222
-44 22 110 444444
-43 22 110 333333
-42 23 110 555555
-41 24 110 555555
-40 24 110 444444
-39 25 110 444444
-38 25 110 444444
-37 26 110 333333
-36 26 110 555555
-35 26 110 444444
-34 26 110 555555
-33 26 110 444444
-32 16 106 777777
-31 16 106 666666
-32 17 106 777777
-31 17 106 666666
-32 18 106 777777
-31 18 106 777777
-32 19 106 777777
-31 19 106 777777
-32 20 106 777777
-31 20 106 777777
-32 21 106 777777
-31 21 106 666666
-32 22 106 666666
-30 16 107 777777
-29 16 107 888888
-30 17 107 777777
-29 17 107 777777
-30 18 107 888888
-29 18 107 777777
-30 19 107 777777
-29 19 107 777777
-30 20 107 888888
-29 20 107 777777
-30 21 107 666666
-29 21 107 777777
-31 22 107 666666
-30 22 107 777777
-29 22 107 777777
-32 23 107 777777
-31 23 107 666666
-30 23 107 777777
-32 24 107 666666
-31 24 107 777777
-28 16 108 777777
-27 16 108 777777
-28 17 108 888888
-27 17 108 888888
-28 18 108 888888
-27 18 108 888888
-28 19 108 777777
-27 19 108 888888
-28 20 108 777777
-27 20 108 777777
-28 21 108 777777
-27 21 108 777777
-28 22 108 777777
-27 22 108 777777
-29 23 108 777777
-28 23 108 777777
-27 23 108 777777
-30 24 108 666666
-29 24 108 888888
-28 24 108 888888
-32 25 108 666666
-31 25 108 666666
-30 25 108 555555
-26 16 109 777777
-25 16 109 888888
-24 16 109 888888
-26 17 109 888888
-25 17 109 888888
-24 17 109 888888
-26 18 109 777777
-25 18 109 888888
-24 18 109 888888
-26 19 109 888888
-25 19 109 777777
-24 19 109 777777
-23 19 109 888888
-26 20 109 888888
-25 20 109 777777
-24 20 109 888888
-23 20 109 888888
-26 21 109 777777
-25 21 109 888888
-24 21 109 888888
-23 21 109 777777
-26 22 109 777777
-25 22 109 777777
-24 22 109 777777
-23 22 109 777777
-26 23 109 666666
-25 23 109 777777
-24 23 109 777777
-27 24 109 777777
-26 24 109 777777
-25 24 109 777777
-29 25 109 666666
-28 25 109 555555
-27 25 109 666666
-26 25 109 777777
-25 25 109 777777
-32 26 109 555555
-31 26 109 555555
-30 26 109 666666
-23 16 110 777777
-22 16 110 777777
-21 16 110 888888
-23 17 110 888888
-22 17 110 888888
-21 17 110 777777
-23 18 110 888888
-22 18 110 777777
-21 18 110 777777
-20 18 110 777777
-22 19 110 777777
-21 19 110 777777
-20 19 110 666666
-19 19 110 777777
-22 20 110 777777
-21 20 110 888888
-20 20 110 777777
-19 20 110 777777
-22 21 110 777777
-21 21 110 777777
-20 21 110 666666
-19 21 110 777777
-22 22 110 777777
-21 22 110 777777
-20 22 110 666666
-19 22 110 777777
-23 23 110 666666
-22 23 110 777777
-21 23 110 777777
-24 24 110 777777
-23 24 110 666666
-22 24 110 666666
-25 25 110 666666
-24 25 110 666666
-23 25 110 666666
-32 26 110 666666
-31 26 110 555555
-30 26 110 666666
-29 26 110 666666
-28 26 110 666666
-27 26 110 555555
-26 26 110 666666
-56 16 87 333333
-55 16 87 444444
-54 16 87 555555
-53 16 87 444444
-56 17 87 666666
-55 17 87 555555
-54 17 87 666666
-53 17 87 444444
-52 17 87 444444
-57 18 87 111111
-56 18 87 444444
-55 18 87 555555
-54 18 87 444444
-53 18 87 666666
-52 18 87 555555
-57 19 87 111111
-56 19 87 333333
-55 19 87 333333
-54 19 87 555555
-53 19 87 666666
-56 20 87 444444
-55 20 87 444444
-54 20 87 444444
-58 16 88 222222
-57 16 88 444444
-52 16 88 333333
-58 17 88 110000
-57 17 88 110000
-51 17 88 555555
-58 18 88 222222
-51 18 88 666666
-58 19 88 222222
-52 19 88 555555
-51 19 88 666666
-57 20 88 444444
-53 20 88 555555
-52 20 88 666666
-56 21 88 333333
-55 21 88 222222
-54 21 88 555555
-53 21 88 555555
-52 21 88 555555
-58 16 89 222222
-51 16 89 222222
-58 17 89 333333
-50 17 89 444444
-58 18 89 333333
-50 18 89 444444
-58 19 89 333333
-50 19 89 444444
-58 20 89 222222
-51 20 89 555555
-58 21 89 333333
-57 21 89 333333
-56 21 89 555555
-55 21 89 222222
-52 21 89 555555
-54 22 89 555555
-53 22 89 555555
-58 16 90 333333
-50 16 90 333333
-58 17 90 111111
-50 17 90 444444
-58 18 90 444444
-50 18 90 333333
-58 19 90 555555
-50 19 90 333333
-58 20 90 555555
-51 20 90 666666
-57 21 90 666666
-56 21 90 666666
-52 21 90 333333
-51 21 90 555555
-55 22 90 333333
-54 22 90 444444
-53 22 90 555555
-57 16 91 222222
-50 16 91 222222
-58 17 91 222222
-49 17 91 222222
-58 18 91 222222
-50 18 91 333333
-58 19 91 555555
-50 19 91 333333
-57 20 91 666666
-50 20 91 444444
-57 21 91 666666
-56 21 91 666666
-51 21 91 444444
-55 22 91 666666
-54 22 91 444444
-53 22 91 222222
-52 22 91 444444
-57 16 92 444444
-49 16 92 444444
-57 17 92 444444
-49 17 92 444444
-57 18 92 555555
-49 18 92 333333
-57 19 92 666666
-49 19 92 222222
-57 20 92 666666
-49 20 92 333333
-57 21 92 666666
-56 21 92 666666
-51 21 92 333333
-50 21 92 333333
-55 22 92 666666
-54 22 92 666666
-53 22 92 444444
-52 22 92 222222
-56 16 93 444444
-49 16 93 333333
-57 17 93 444444
-57 18 93 555555
-57 19 93 555555
-57 20 93 555555
-56 21 93 666666
-49 21 93 333333
-55 22 93 777777
-54 22 93 555555
-53 22 93 444444
-52 22 93 222222
-51 22 93 333333
-50 22 93 333333
-56 16 94 333333
-56 17 94 444444
-57 18 94 444444
-57 19 94 555555
-57 20 94 444444
-56 21 94 555555
-55 22 94 666666
-54 22 94 555555
-53 22 94 444444
-52 22 94 444444
-50 22 94 333333
-49 22 94 444444
-51 23 94 333333
-56 16 95 444444
-56 17 95 444444
-56 18 95 555555
-56 19 95 555555
-56 20 95 444444
-56 21 95 555555
-55 22 95 555555
-54 22 95 444444
-49 22 95 444444
-53 23 95 333333
-52 23 95 333333
-51 23 95 333333
-50 23 95 333333
-56 16 96 444444
-56 17 96 444444
-56 18 96 444444
-56 19 96 444444
-56 20 96 333333
-56 21 96 333333
-55 22 96 333333
-54 22 96 333333
-53 23 96 333333
-52 23 96 333333
-51 23 96 333333
-50 23 96 444444
-49 23 96 555555
-55 16 97 333333
-56 17 97 333333
-56 18 97 333333
-56 19 97 444444
-56 20 97 444444
-56 21 97 333333
-55 22 97 444444
-54 23 97 333333
-53 23 97 333333
-52 23 97 333333
-51 23 97 444444
-50 23 97 555555
-49 23 97 444444
-55 16 98 444444
-56 17 98 333333
-56 18 98 333333
-56 19 98 444444
-56 20 98 333333
-56 21 98 333333
-55 22 98 333333
-54 22 98 333333
-53 23 98 333333
-52 23 98 444444
-51 23 98 555555
-50 23 98 444444
-49 23 98 555555
-55 16 99 444444
-55 17 99 444444
-55 18 99 777777
-56 19 99 666666
-56 20 99 444444
-55 21 99 555555
-54 22 99 333333
-53 23 99 333333
-52 23 99 333333
-51 23 99 333333
-50 23 99 333333
-49 23 99 444444
-54 16 100 333333
-53 16 100 333333
-54 17 100 333333
-55 18 100 666666
-55 19 100 555555
-55 20 100 444444
-54 21 100 444444
-54 22 100 333333
-53 22 100 444444
-52 23 100 333333
-51 23 100 333333
-50 23 100 333333
-49 23 100 666666
-53 16 101 333333
-52 16 101 333333
-51 16 101 444444
-54 17 101 333333
-53 17 101 333333
-54 18 101 333333
-54 19 101 333333
-54 20 101 333333
-53 21 101 444444
-52 22 101 444444
-51 22 101 333333
-50 23 101 333333
-49 23 101 444444
-51 16 102 444444
-50 16 102 666666
-52 17 102 333333
-53 18 102 444444
-53 19 102 444444
-53 20 102 333333
-52 21 102 444444
-51 22 102 333333
-50 22 102 333333
-49 23 102 444444
-50 16 103 444444
-51 17 103 444444
-52 18 103 333333
-52 19 103 333333
-52 20 103 333333
-51 21 103 555555
-50 22 103 333333
-49 23 103 444444
-50 16 104 444444
-49 16 104 444444
-51 17 104 333333
-51 18 104 444444
-51 19 104 222222
-51 20 104 333333
-50 21 104 444444
-50 22 104 222222
-49 23 104 222222
-49 16 105 444444
-50 17 105 333333
-51 18 105 333333
-51 19 105 333333
-51 20 105 333333
-50 21 105 444444
-50 22 105 333333
-49 23 105 222222
-49 17 106 444444
-50 18 106 555555
-50 19 106 333333
-50 20 106 333333
-50 21 106 444444
-50 22 106 444444
-49 22 106 333333
-49 17 107 666666
-49 18 107 555555
-49 19 107 333333
-49 20 107 666666
-49 21 107 333333
-49 22 107 333333
-49 20 108 555555
-48 17 93 555555
-48 18 93 333333
-48 19 93 333333
-48 20 93 333333
-48 16 94 666666
-47 17 94 555555
-47 18 94 666666
-48 19 94 444444
-48 20 94 666666
-48 21 94 333333
-47 16 95 777777
-47 17 95 888888
-47 18 95 777777
-47 19 95 888888
-47 20 95 666666
-48 21 95 888888
-48 22 95 777777
-51 2 86 333333
-55 0 87 222222
-54 0 87 222222
-53 0 87 444444
-52 0 87 666666
-51 0 87 666666
-50 0 87 222222
-55 1 87 111111
-54 1 87 222222
-53 1 87 333333
-52 1 87 555555
-51 1 87 333333
-50 1 87 222222
-55 2 87 222222
-54 2 87 222222
-53 2 87 111111
-52 2 87 333333
-50 2 87 333333
-49 2 87 333333
-54 3 87 110000
-53 3 87 111111
-52 3 87 333333
-51 3 87 333333
-50 3 87 333333
-49 3 87 333333
-52 4 87 333333
-51 4 87 333333
-50 4 87 333333
-55 15 87 444444
-54 15 87 555555
-56 0 88 333333
-49 0 88 333333
-56 1 88 333333
-49 1 88 333333
-56 2 88 222222
-55 3 88 222222
-54 4 88 333333
-53 4 88 222222
-50 4 88 444444
-49 4 88 444444
-53 5 88 222222
-52 5 88 222222
-51 5 88 222222
-54 14 88 333333
-57 15 88 333333
-56 15 88 111111
-55 15 88 111111
-53 15 88 222222
-55 0 89 333333
-55 1 89 444444
-55 2 89 555555
-55 3 89 666666
-54 4 89 222222
-49 4 89 333333
-53 5 89 444444
-51 5 89 111111
-50 5 89 111111
-52 6 89 333333
-55 14 89 111111
-54 14 89 111111
-53 14 89 111111
-57 15 89 222222
-56 15 89 111111
-52 15 89 111111
-55 0 90 444444
-55 1 90 444444
-55 2 90 555555
-55 3 90 666666
-54 4 90 444444
-53 5 90 666666
-49 5 90 222222
-52 6 90 333333
-51 6 90 333333
-50 6 90 222222
-55 14 90 110000
-54 14 90 111111
-53 14 90 111111
-57 15 90 111111
-56 15 90 222222
-52 15 90 111111
-51 15 90 110000
-54 0 91 555555
-55 1 91 444444
-55 2 91 444444
-55 3 91 555555
-54 4 91 666666
-53 5 91 666666
-52 6 91 111111
-51 6 91 222222
-50 6 91 222222
-49 6 91 333333
-55 14 91 111111
-54 14 91 110000
-53 14 91 222222
-52 14 91 333333
-56 15 91 333333
-51 15 91 111111
-54 0 92 555555
-54 1 92 555555
-54 2 92 666666
-54 3 92 777777
-54 4 92 666666
-53 5 92 444444
-52 6 92 444444
-51 6 92 333333
-50 6 92 222222
-49 6 92 333333
-54 14 92 444444
-53 14 92 333333
-52 14 92 333333
-56 15 92 222222
-55 15 92 222222
-51 15 92 222222
-50 15 92 333333
-53 0 93 666666
-54 1 93 444444
-54 2 93 555555
-54 3 93 666666
-53 4 93 555555
-53 5 93 555555
-52 6 93 444444
-51 6 93 222222
-50 6 93 222222
-49 6 93 444444
-53 14 93 444444
-52 14 93 111111
-51 14 93 111111
-50 14 93 333333
-55 15 93 222222
-54 15 93 333333
-49 15 93 333333
-53 0 94 666666
-53 1 94 333333
-53 2 94 555555
-53 3 94 555555
-53 4 94 666666
-53 5 94 555555
-52 6 94 222222
-51 6 94 222222
-50 7 94 222222
-49 7 94 444444
-53 14 94 333333
-52 14 94 111111
-51 14 94 222222
-50 14 94 333333
-49 14 94 555555
-55 15 94 222222
-54 15 94 333333
-49 15 94 444444
-53 0 95 555555
-53 1 95 444444
-53 2 95 555555
-53 3 95 444444
-53 4 95 555555
-53 5 95 555555
-52 6 95 333333
-51 6 95 333333
-50 7 95 333333
-49 7 95 333333
-53 14 95 333333
-52 14 95 333333
-51 14 95 333333
-50 14 95 444444
-49 14 95 555555
-55 15 95 333333
-54 15 95 333333
-48 1 88 333333
-48 2 88 222222
-48 3 88 444444
-48 0 89 333333
-47 1 89 444444
-47 2 89 333333
-48 3 89 333333
-48 4 89 333333
-47 0 90 333333
-47 1 90 333333
-47 2 90 222222
-47 3 90 222222
-48 4 90 333333
-48 5 90 222222
-46 0 91 333333
-46 1 91 222222
-46 2 91 222222
-46 3 91 222222
-47 4 91 333333
-48 5 91 222222
-47 5 91 444444
-46 0 92 222222
-45 1 92 333333
-45 2 92 333333
-46 3 92 222222
-46 4 92 333333
-47 5 92 333333
-48 6 92 333333
-45 0 93 333333
-45 1 93 333333
-45 2 93 333333
-45 3 93 555555
-46 4 93 444444
-46 5 93 555555
-48 6 93 222222
-47 6 93 444444
-44 0 94 555555
-44 1 94 666666
-45 2 94 666666
-45 3 94 555555
-45 4 94 777777
-46 5 94 666666
-47 6 94 666666
-46 6 94 555555
-48 7 94 555555
-44 0 95 666666
-44 1 95 666666
-44 2 95 777777
-44 3 95 777777
-44 4 95 666666
-45 5 95 666666
-46 6 95 555555
-45 6 95 666666
-48 7 95 555555
-47 7 95 555555
-48 14 95 555555
-48 15 95 666666
-52 0 96 555555
-53 1 96 444444
-53 2 96 444444
-53 3 96 444444
-53 4 96 444444
-53 5 96 333333
-52 6 96 333333
-51 6 96 333333
-50 7 96 333333
-49 7 96 444444
-53 14 96 333333
-52 14 96 333333
-51 14 96 333333
-50 14 96 444444
-49 14 96 444444
-55 15 96 333333
-54 15 96 222222
-52 0 97 444444
-53 1 97 555555
-53 2 97 444444
-53 3 97 444444
-53 4 97 333333
-52 5 97 333333
-51 6 97 666666
-50 6 97 444444
-49 7 97 666666
-53 14 97 333333
-52 14 97 333333
-51 14 97 444444
-50 14 97 444444
-49 14 97 555555
-55 15 97 333333
-54 15 97 333333
-52 0 98 555555
-52 1 98 555555
-52 2 98 444444
-53 3 98 555555
-52 4 98 444444
-52 5 98 444444
-51 6 98 444444
-50 6 98 444444
-49 6 98 333333
-53 14 98 333333
-52 14 98 333333
-51 14 98 444444
-50 14 98 555555
-49 14 98 444444
-54 15 98 444444
-51 0 99 666666
-52 1 99 555555
-52 2 99 555555
-52 3 99 666666
-52 4 99 444444
-51 5 99 333333
-50 6 99 444444
-49 6 99 444444
-51 14 99 444444
-50 14 99 444444
-49 14 99 444444
-54 15 99 444444
-53 15 99 444444
-52 15 99 333333
-50 0 100 444444
-51 1 100 555555
-51 2 100 555555
-51 3 100 555555
-51 4 100 444444
-50 5 100 555555
-49 5 100 555555
-49 14 100 444444
-52 15 100 333333
-51 15 100 333333
-50 15 100 333333
-49 0 101 333333
-50 1 101 444444
-50 2 101 444444
-50 3 101 444444
-50 4 101 666666
-49 5 101 333333
-50 15 101 333333
-49 15 101 333333
-49 1 102 222222
-49 2 102 333333
-49 3 102 333333
-49 4 102 333333
-49 15 102 444444
-49 2 103 444444
-49 3 103 333333
-49 15 103 444444
-43 0 96 555555
-43 1 96 666666
-43 2 96 777777
-43 3 96 777777
-43 4 96 777777
-44 5 96 666666
-46 6 96 666666
-45 6 96 666666
-44 6 96 666666
-48 7 96 444444
-47 7 96 666666
-48 14 96 555555
-47 15 96 666666
-43 0 97 555555
-42 1 97 666666
-42 2 97 888888
-42 3 97 777777
-42 4 97 777777
-43 5 97 777777
-44 6 97 777777
-43 6 97 777777
-48 7 97 444444
-47 7 97 555555
-46 7 97 555555
-45 7 97 666666
-48 14 97 666666
-47 15 97 555555
-42 0 98 666666
-41 1 98 666666
-41 2 98 777777
-41 3 98 777777
-42 4 98 666666
-42 5 98 777777
-43 6 98 666666
-48 7 98 333333
-47 7 98 555555
-46 7 98 666666
-45 7 98 666666
-44 7 98 666666
-48 14 98 555555
-47 15 98 555555
-46 15 98 555555
