# Goxel 0.8.0
# One line per voxel
# X Y Z RRGGBB
-25 25 10 333333
-24 26 10 444444
-23 26 10 333333
-22 26 10 333333
-21 26 10 444444
-20 26 10 444444
-19 26 10 555555
-18 26 10 555555
-17 26 10 444444
-30 16 11 444444
-31 17 11 444444
-31 18 11 444444
-32 19 11 444444
-31 19 11 444444
-31 20 11 333333
-30 21 11 222222
-29 22 11 333333
-28 23 11 444444
-27 23 11 333333
-26 24 11 333333
-25 25 11 333333
-24 25 11 333333
-23 25 11 333333
-22 26 11 333333
-21 26 11 444444
-20 26 11 555555
-19 26 11 333333
-18 26 11 444444
-17 26 11 666666
-29 16 12 444444
-30 17 12 333333
-30 18 12 333333
-30 19 12 333333
-30 20 12 222222
-29 21 12 222222
-28 21 12 222222
-28 22 12 333333
-27 22 12 222222
-26 23 12 333333
-25 24 12 333333
-24 25 12 333333
-23 25 12 333333
-22 25 12 333333
-21 26 12 222222
-20 26 12 333333
-19 26 12 333333
-18 26 12 666666
-17 26 12 444444
-28 16 13 333333
-29 17 13 222222
-28 17 13 333333
-29 18 13 333333
-29 19 13 222222
-28 19 13 444444
-29 20 13 222222
-28 20 13 444444
-27 21 13 333333
-26 22 13 333333
-25 23 13 333333
-24 23 13 333333
-24 24 13 444444
-23 24 13 333333
-22 25 13 333333
-21 25 13 333333
-20 26 13 333333
-19 26 13 444444
-18 26 13 444444
-17 26 13 333333
-27 16 14 222222
-27 17 14 222222
-28 18 14 333333
-27 18 14 333333
-27 19 14 333333
-27 20 14 444444
-26 20 14 222222
-26 21 14 222222
-25 21 14 333333
-25 22 14 333333
-24 22 14 222222
-23 23 14 555555
-22 24 14 444444
-21 25 14 333333
-20 25 14 444444
-19 25 14 333333
-18 25 14 222222
-17 25 14 333333
-26 16 15 333333
-26 17 15 222222
-26 18 15 222222
-26 19 15 222222
-25 19 15 333333
-25 20 15 222222
-24 21 15 333333
-23 22 15 333333
-23 23 15 333333
-22 23 15 333333
-21 24 15 333333
-20 25 15 333333
-19 25 15 222222
-18 25 15 222222
-17 25 15 555555
-16 16 1 777777
-16 17 1 777777
-15 17 1 777777
-16 18 1 777777
-15 18 1 777777
-16 19 1 777777
-15 19 1 777777
-16 20 1 888888
-15 20 1 777777
-16 21 1 888888
-15 21 1 777777
-16 22 1 777777
-15 22 1 777777
-16 23 1 777777
-15 16 2 777777
-14 16 2 777777
-14 17 2 666666
-14 18 2 777777
-14 19 2 777777
-14 20 2 777777
-14 21 2 777777
-14 22 2 777777
-15 23 2 777777
-16 24 2 777777
-15 24 2 777777
-16 25 2 666666
-13 16 3 777777
-13 17 3 777777
-13 18 3 666666
-13 19 3 666666
-13 20 3 777777
-14 21 3 777777
-14 22 3 777777
-14 23 3 777777
-15 24 3 666666
-16 25 3 666666
-15 25 3 666666
-13 16 4 777777
-13 17 4 777777
-13 18 4 666666
-13 19 4 666666
-13 20 4 666666
-13 21 4 666666
-13 22 4 777777
-14 23 4 666666
-14 24 4 777777
-15 25 4 666666
-16 26 4 555555
-12 16 5 666666
-12 17 5 777777
-12 18 5 777777
-12 19 5 777777
-12 20 5 666666
-12 21 5 666666
-12 22 5 666666
-13 23 5 666666
-13 24 5 666666
-14 25 5 777777
-16 26 5 444444
-15 26 5 555555
-11 16 6 777777
-11 17 6 777777
-11 18 6 777777
-11 19 6 777777
-12 20 6 777777
-12 21 6 666666
-12 22 6 666666
-12 23 6 666666
-13 24 6 666666
-14 25 6 666666
-16 26 6 555555
-15 26 6 555555
-10 16 7 666666
-9 16 7 666666
-10 17 7 777777
-9 17 7 666666
-10 18 7 666666
-11 19 7 666666
-11 20 7 888888
-11 21 7 888888
-11 22 7 666666
-12 23 7 666666
-13 24 7 555555
-12 24 7 666666
-14 25 7 666666
-16 26 7 555555
-15 26 7 555555
-8 16 8 666666
-8 17 8 666666
-9 18 8 666666
-10 19 8 666666
-10 20 8 888888
-11 21 8 777777
-11 22 8 777777
-11 23 8 666666
-12 24 8 555555
-13 25 8 555555
-16 26 8 555555
-15 26 8 444444
-14 26 8 555555
-7 16 9 666666
-6 16 9 666666
-7 17 9 666666
-6 17 9 666666
-8 18 9 666666
-7 18 9 666666
-9 19 9 777777
-9 20 9 777777
-10 21 9 888888
-10 22 9 555555
-10 23 9 666666
-11 24 9 555555
-13 25 9 555555
-12 25 9 555555
-16 26 9 444444
-15 26 9 444444
-14 26 9 444444
-5 16 10 666666
-4 16 10 555555
-5 17 10 555555
-4 17 10 555555
-6 18 10 666666
-5 18 10 555555
-8 19 10 666666
-7 19 10 555555
-8 20 10 555555
-7 20 10 555555
-9 21 10 777777
-9 22 10 444444
-9 23 10 555555
-10 24 10 555555
-13 25 10 444444
-12 25 10 333333
-11 25 10 444444
-16 26 10 444444
-15 26 10 444444
-14 26 10 555555
-3 16 11 666666
-2 16 11 555555
-3 17 11 555555
-2 17 11 555555
-4 18 11 555555
-3 18 11 555555
-2 18 11 555555
-6 19 11 555555
-5 19 11 666666
-4 19 11 666666
-3 19 11 555555
-6 20 11 666666
-5 20 11 555555
-8 21 11 555555
-7 21 11 555555
-6 21 11 777777
-8 22 11 555555
-7 22 11 444444
-8 23 11 444444
-9 24 11 444444
-13 25 11 555555
-12 25 11 666666
-11 25 11 444444
-10 25 11 444444
-16 26 11 444444
-15 26 11 666666
-14 26 11 555555
-1 16 12 666666
-1 17 12 555555
-1 18 12 555555
-2 19 12 555555
-1 19 12 555555
-4 20 12 666666
-3 20 12 555555
-2 20 12 666666
-5 21 12 666666
-4 21 12 666666
-3 21 12 666666
-6 22 12 666666
-5 22 12 666666
-7 23 12 555555
-6 23 12 555555
-5 23 12 555555
-8 24 12 444444
-7 24 12 555555
-14 25 12 555555
-13 25 12 444444
-12 25 12 666666
-11 25 12 555555
-10 25 12 444444
-9 25 12 444444
-16 26 12 333333
-15 26 12 666666
-1 20 13 666666
-2 21 13 555555
-1 21 13 666666
-4 22 13 555555
-3 22 13 666666
-2 22 13 444444
-4 23 13 333333
-3 23 13 555555
-6 24 13 444444
-5 24 13 444444
-4 24 13 444444
-15 25 13 333333
-14 25 13 444444
-13 25 13 444444
-12 25 13 666666
-11 25 13 555555
-10 25 13 444444
-9 25 13 333333
-8 25 13 444444
-7 25 13 333333
-16 26 13 333333
-1 22 14 444444
-2 23 14 444444
-1 23 14 333333
-3 24 14 333333
-2 24 14 333333
-1 24 14 333333
-16 25 14 555555
-15 25 14 444444
-14 25 14 444444
-13 25 14 777777
-12 25 14 333333
-11 25 14 555555
-10 25 14 555555
-9 25 14 444444
-8 25 14 333333
-7 25 14 333333
-6 25 14 444444
-5 25 14 333333
-4 25 14 444444
-3 25 14 444444
-16 25 15 666666
-15 25 15 555555
-14 25 15 333333
-13 25 15 333333
-12 25 15 333333
-11 25 15 666666
-10 25 15 333333
-9 25 15 666666
-8 25 15 333333
-7 25 15 333333
-6 25 15 333333
-5 25 15 333333
-4 25 15 333333
-3 25 15 444444
-2 25 15 444444
-1 25 15 444444
-16 25 16 222222
-15 25 16 333333
-14 25 16 444444
-13 25 16 333333
-12 25 16 555555
-11 25 16 333333
-10 25 16 333333
-9 25 16 444444
-8 25 16 333333
-7 25 16 444444
-6 25 16 333333
-5 26 16 333333
-4 26 16 333333
-3 26 16 444444
-2 26 16 444444
-1 26 16 444444
-16 25 17 333333
-15 25 17 666666
-14 25 17 333333
-13 25 17 333333
-12 25 17 555555
-11 25 17 333333
-10 25 17 444444
-9 25 17 666666
-8 25 17 555555
-7 25 17 333333
-6 25 17 444444
-5 26 17 666666
-4 26 17 333333
-3 26 17 444444
-2 26 17 444444
-1 26 17 444444
-16 24 18 333333
-15 25 18 333333
-14 25 18 333333
-13 25 18 555555
-12 25 18 333333
-11 25 18 333333
-10 25 18 444444
-9 25 18 333333
-8 25 18 333333
-7 25 18 333333
-6 26 18 555555
-5 26 18 555555
-4 26 18 333333
-3 26 18 555555
-2 26 18 444444
-1 27 18 666666
-16 24 19 444444
-15 24 19 333333
-14 24 19 333333
-13 25 19 222222
-12 25 19 444444
-11 25 19 222222
-10 25 19 333333
-9 25 19 222222
-8 25 19 333333
-7 25 19 333333
-6 26 19 444444
-5 26 19 333333
-4 26 19 333333
-3 26 19 333333
-2 27 19 555555
-1 27 19 333333
-16 23 20 333333
-15 24 20 555555
-14 24 20 555555
-13 24 20 333333
-12 25 20 333333
-11 25 20 444444
-10 25 20 333333
-9 25 20 333333
-8 25 20 444444
-7 26 20 333333
-6 26 20 333333
-5 26 20 333333
-4 26 20 333333
-3 26 20 333333
-2 27 20 333333
-1 27 20 333333
-16 21 21 333333
-16 22 21 333333
-16 23 21 333333
-15 23 21 444444
-14 24 21 333333
-13 24 21 333333
-12 24 21 444444
-11 25 21 333333
-10 25 21 222222
-9 25 21 333333
-8 25 21 444444
-7 26 21 222222
-6 26 21 222222
-5 26 21 333333
-4 26 21 333333
-3 26 21 222222
-2 27 21 444444
-1 27 21 333333
-16 16 22 333333
-16 17 22 333333
-16 18 22 333333
-16 19 22 555555
-16 20 22 333333
-15 20 22 333333
-15 21 22 444444
-15 22 22 444444
-14 22 22 444444
-14 23 22 333333
-13 23 22 333333
-13 24 22 222222
-12 24 22 444444
-11 24 22 333333
-10 25 22 222222
-9 25 22 333333
-8 25 22 222222
-7 26 22 222222
-6 26 22 222222
-5 26 22 333333
-4 26 22 222222
-3 26 22 222222
-2 27 22 222222
-1 27 22 333333
-15 16 23 333333
-15 17 23 222222
-15 18 23 333333
-14 18 23 333333
-15 19 23 333333
-14 19 23 333333
-14 20 23 444444
-14 21 23 444444
-13 21 23 444444
-13 22 23 333333
-12 22 23 333333
-12 23 23 333333
-11 24 23 222222
-10 24 23 222222
-9 25 23 333333
-8 25 23 444444
-7 25 23 222222
-6 26 23 333333
-5 26 23 555555
-4 26 23 444444
-3 26 23 444444
-2 27 23 333333
-1 27 23 555555
-14 16 24 444444
-14 17 24 222222
-13 17 24 333333
-13 18 24 222222
-13 19 24 333333
-13 20 24 333333
-12 20 24 333333
-12 21 24 666666
-11 22 24 333333
-11 23 24 333333
-10 23 24 222222
-9 24 24 333333
-8 25 24 333333
-7 25 24 333333
-6 25 24 333333
-5 25 24 222222
-4 26 24 222222
-3 26 24 333333
-2 27 24 333333
-1 27 24 333333
-13 16 25 333333
-12 16 25 222222
-12 17 25 444444
-12 18 25 444444
-12 19 25 333333
-11 19 25 444444
-11 20 25 222222
-11 21 25 222222
-10 21 25 222222
-10 22 25 222222
-9 23 25 222222
-8 24 25 333333
-7 25 25 333333
-6 25 25 333333
-5 25 25 333333
-4 26 25 222222
-3 26 25 333333
-2 27 25 333333
-1 27 25 333333
-11 16 26 555555
-11 17 26 444444
-11 18 26 333333
-10 19 26 444444
-10 20 26 333333
-9 20 26 444444
-9 21 26 333333
-9 22 26 333333
-8 22 26 444444
-8 23 26 222222
-7 23 26 222222
-7 24 26 222222
-6 24 26 222222
-5 25 26 222222
-4 25 26 222222
-3 26 26 333333
-2 26 26 333333
-1 27 26 222222
-10 16 27 333333
-10 17 27 333333
-10 18 27 555555
-9 18 27 333333
-9 19 27 222222
-8 20 27 222222
-8 21 27 222222
-7 22 27 222222
-6 23 27 222222
-5 24 27 222222
-4 25 27 222222
-3 25 27 333333
-2 26 27 333333
-1 26 27 333333
-9 16 28 333333
-9 17 28 222222
-8 18 28 222222
-8 19 28 222222
-7 20 28 222222
-7 21 28 222222
-6 22 28 333333
-5 23 28 444444
-4 24 28 333333
-3 24 28 444444
-2 25 28 444444
-1 26 28 222222
-8 16 29 222222
-8 17 29 222222
-7 17 29 222222
-7 18 29 222222
-7 19 29 222222
-6 19 29 222222
-6 20 29 222222
-6 21 29 222222
-5 21 29 222222
-5 22 29 333333
-4 22 29 333333
-4 23 29 222222
-3 23 29 333333
-2 24 29 333333
-1 25 29 222222
-7 16 30 222222
-6 16 30 333333
-6 17 30 222222
-6 18 30 222222
-5 18 30 333333
-5 19 30 333333
-5 20 30 333333
-4 20 30 222222
-4 21 30 222222
-3 22 30 333333
-2 23 30 333333
-1 24 30 222222
-5 16 31 222222
-5 17 31 222222
-4 17 31 444444
-4 18 31 333333
-4 19 31 333333
-3 20 31 333333
-3 21 31 444444
-2 22 31 333333
-1 23 31 222222
13 16 16 555555
14 16 16 555555
15 16 16 666666
14 17 16 666666
15 17 16 555555
13 18 16 555555
14 18 16 555555
15 18 16 555555
13 19 16 555555
14 19 16 555555
15 19 16 555555
12 20 16 666666
13 20 16 555555
14 20 16 555555
15 20 16 666666
11 21 16 555555
12 21 16 555555
13 21 16 555555
14 21 16 666666
15 21 16 555555
10 22 16 444444
11 22 16 555555
12 22 16 555555
13 22 16 666666
14 22 16 555555
8 23 16 444444
9 23 16 444444
10 23 16 555555
11 23 16 555555
12 23 16 555555
13 23 16 555555
5 24 16 444444
6 24 16 444444
7 24 16 333333
8 24 16 444444
9 24 16 444444
10 24 16 555555
2 25 16 444444
3 25 16 666666
4 25 16 444444
5 25 16 444444
6 25 16 333333
0 26 16 555555
1 26 16 444444
2 26 16 444444
15 22 17 444444
14 23 17 555555
15 23 17 444444
11 24 17 555555
12 24 17 444444
13 24 17 555555
14 24 17 444444
15 24 17 444444
7 25 17 444444
8 25 17 333333
9 25 17 444444
10 25 17 444444
11 25 17 333333
12 25 17 444444
13 25 17 444444
0 26 17 444444
3 26 17 444444
4 26 17 444444
5 26 17 444444
6 26 17 444444
7 26 17 333333
8 26 17 333333
1 27 17 333333
2 27 17 333333
14 25 18 444444
15 25 18 444444
9 26 18 333333
10 26 18 333333
11 26 18 333333
12 26 18 444444
13 26 18 444444
14 26 18 444444
15 26 18 444444
0 27 18 333333
1 27 18 333333
2 27 18 333333
3 27 18 333333
4 27 18 222222
5 27 18 333333
6 27 18 444444
7 27 18 333333
8 27 18 444444
9 27 18 333333
15 26 19 555555
0 27 19 333333
1 27 19 333333
2 27 19 333333
3 27 19 333333
10 27 19 444444
11 27 19 444444
12 27 19 333333
13 27 19 333333
14 27 19 333333
4 28 19 333333
5 28 19 333333
6 28 19 333333
7 28 19 333333
8 28 19 333333
9 28 19 444444
0 27 20 333333
1 27 20 222222
15 27 20 555555
2 28 20 222222
3 28 20 333333
4 28 20 333333
5 28 20 333333
6 28 20 333333
7 28 20 333333
8 28 20 333333
9 28 20 333333
10 28 20 666666
11 28 20 333333
12 28 20 333333
13 28 20 333333
14 28 20 333333
15 28 20 444444
0 27 21 333333
1 27 21 222222
2 28 21 333333
3 28 21 333333
4 28 21 333333
5 28 21 333333
6 28 21 444444
7 28 21 333333
14 28 21 333333
15 28 21 333333
8 29 21 444444
9 29 21 444444
10 29 21 333333
11 29 21 333333
12 29 21 333333
13 29 21 333333
0 27 22 333333
1 28 22 222222
2 28 22 333333
3 28 22 333333
4 28 22 333333
5 29 22 555555
6 29 22 333333
7 29 22 444444
8 29 22 333333
9 29 22 444444
10 29 22 333333
11 29 22 333333
12 29 22 444444
13 29 22 333333
14 29 22 333333
15 29 22 333333
0 27 23 333333
1 27 23 444444
2 28 23 333333
3 28 23 333333
4 28 23 555555
5 29 23 333333
6 29 23 333333
7 29 23 555555
8 29 23 333333
9 29 23 333333
10 29 23 333333
11 30 23 444444
12 30 23 333333
13 30 23 444444
14 30 23 333333
15 30 23 333333
0 27 24 333333
1 28 24 222222
2 28 24 333333
3 28 24 444444
4 28 24 333333
5 29 24 333333
6 29 24 333333
7 29 24 444444
8 29 24 333333
9 30 24 333333
10 30 24 555555
11 30 24 333333
12 30 24 555555
13 30 24 333333
14 30 24 333333
15 30 24 444444
0 27 25 333333
1 28 25 444444
2 28 25 333333
3 28 25 333333
4 28 25 444444
5 29 25 333333
6 29 25 555555
7 29 25 444444
8 29 25 333333
9 30 25 444444
10 30 25 333333
11 30 25 555555
12 30 25 333333
13 30 25 444444
14 30 25 555555
15 30 25 333333
0 27 26 333333
1 27 26 333333
2 28 26 333333
3 28 26 222222
4 28 26 222222
5 29 26 555555
6 29 26 555555
7 29 26 333333
8 29 26 222222
9 30 26 333333
10 30 26 333333
11 30 26 444444
12 30 26 333333
13 30 26 333333
14 30 26 333333
15 31 26 333333
0 27 27 333333
1 27 27 333333
2 27 27 333333
3 28 27 333333
4 28 27 222222
5 28 27 333333
6 29 27 333333
7 29 27 444444
8 29 27 333333
9 30 27 222222
10 30 27 555555
11 30 27 333333
12 30 27 333333
13 30 27 333333
14 31 27 333333
15 31 27 444444
0 26 28 222222
1 27 28 222222
2 27 28 222222
3 28 28 222222
4 28 28 555555
5 28 28 333333
6 29 28 444444
7 29 28 444444
8 29 28 333333
9 30 28 444444
10 30 28 333333
11 30 28 333333
12 30 28 333333
13 31 28 444444
14 31 28 333333
15 31 28 333333
0 26 29 222222
1 26 29 333333
2 27 29 222222
3 27 29 333333
4 28 29 444444
5 28 29 333333
6 28 29 333333
7 29 29 222222
8 29 29 222222
9 30 29 333333
10 30 29 333333
11 30 29 333333
12 30 29 333333
13 31 29 222222
14 31 29 444444
15 31 29 333333
0 25 30 333333
1 26 30 333333
2 26 30 222222
3 27 30 444444
4 27 30 444444
5 28 30 333333
6 28 30 333333
7 29 30 333333
8 29 30 333333
9 30 30 222222
10 30 30 333333
11 30 30 222222
12 30 30 333333
13 31 30 222222
14 31 30 222222
15 31 30 444444
0 24 31 333333
1 24 31 333333
1 25 31 222222
2 26 31 444444
3 26 31 333333
4 27 31 333333
5 27 31 444444
6 28 31 333333
7 29 31 333333
8 29 31 444444
9 29 31 222222
10 30 31 333333
11 30 31 333333
12 30 31 222222
13 31 31 222222
14 31 31 444444
15 31 31 333333
0 16 12 555555
1 16 12 666666
0 17 12 555555
1 17 12 666666
0 18 12 555555
0 19 12 555555
2 16 13 666666
3 16 13 555555
4 16 13 666666
2 17 13 555555
3 17 13 555555
4 17 13 555555
1 18 13 555555
2 18 13 555555
3 18 13 666666
4 18 13 555555
1 19 13 555555
2 19 13 555555
3 19 13 555555
0 20 13 555555
1 20 13 555555
2 20 13 555555
0 21 13 444444
5 16 14 666666
6 16 14 666666
7 16 14 666666
8 16 14 666666
5 17 14 555555
6 17 14 666666
7 17 14 555555
8 17 14 555555
5 18 14 666666
6 18 14 666666
7 18 14 555555
8 18 14 555555
4 19 14 555555
5 19 14 666666
6 19 14 666666
7 19 14 555555
8 19 14 555555
3 20 14 666666
4 20 14 555555
5 20 14 666666
6 20 14 555555
7 20 14 555555
1 21 14 555555
2 21 14 444444
3 21 14 555555
4 21 14 555555
5 21 14 666666
6 21 14 555555
0 22 14 555555
1 22 14 555555
2 22 14 777777
3 22 14 555555
0 23 14 444444
1 23 14 444444
9 16 15 555555
10 16 15 555555
11 16 15 666666
12 16 15 666666
9 17 15 555555
10 17 15 555555
11 17 15 555555
12 17 15 666666
13 17 15 555555
9 18 15 555555
10 18 15 555555
11 18 15 555555
12 18 15 555555
9 19 15 444444
10 19 15 555555
11 19 15 555555
12 19 15 555555
8 20 15 666666
9 20 15 444444
10 20 15 555555
11 20 15 555555
7 21 15 555555
8 21 15 444444
9 21 15 555555
10 21 15 666666
4 22 15 555555
5 22 15 444444
6 22 15 666666
7 22 15 555555
8 22 15 444444
9 22 15 555555
2 23 15 444444
3 23 15 555555
4 23 15 666666
5 23 15 555555
6 23 15 555555
7 23 15 444444
0 24 15 555555
1 24 15 444444
2 24 15 444444
3 24 15 444444
4 24 15 444444
0 25 15 444444
1 25 15 555555
-25 16 16 222222
-25 17 16 333333
-25 18 16 333333
-24 18 16 444444
-24 19 16 333333
-24 20 16 333333
-23 20 16 333333
-23 21 16 222222
-22 22 16 333333
-22 23 16 333333
-21 23 16 555555
-21 24 16 444444
-20 24 16 333333
-19 24 16 333333
-18 25 16 333333
-17 25 16 333333
-24 16 17 444444
-24 17 17 444444
-23 17 17 333333
-23 18 17 444444
-23 19 17 333333
-22 20 17 222222
-22 21 17 333333
-21 22 17 333333
-20 23 17 333333
-20 24 17 444444
-19 24 17 333333
-18 24 17 444444
-17 25 17 333333
-23 16 18 333333
-22 17 18 333333
-22 18 18 444444
-22 19 18 222222
-21 20 18 333333
-21 21 18 333333
-20 22 18 333333
-20 23 18 333333
-19 23 18 222222
-18 24 18 333333
-17 24 18 333333
-22 16 19 444444
-21 16 19 555555
-21 17 19 444444
-21 18 19 333333
-21 19 19 333333
-21 20 19 333333
-20 20 19 333333
-20 21 19 333333
-20 22 19 333333
-19 22 19 222222
-18 23 19 333333
-17 24 19 333333
-20 16 20 222222
-20 17 20 333333
-20 18 20 333333
-19 18 20 333333
-20 19 20 333333
-19 19 20 333333
-19 20 20 333333
